Location,Time,Direction,VehicleType,Speed
Nakkila,2018-04-01 11:09:42,1,passenger_car,79
Pori,2018-04-01 11:09:43,2,passenger_car,99
Karkkila,2018-04-01 11:09:45,2,passenger_car,82
Vihti,2018-04-01 11:09:45,1,passenger_car,93
Pori,2018-04-01 11:09:46,2,passenger_car,100
Vihti,2018-04-01 11:09:46,2,passenger_car,106
Vihti,2018-04-01 11:09:47,1,passenger_car,93
Vihti,2018-04-01 11:09:47,1,passenger_car,106
Vihti,2018-04-01 11:09:49,2,passenger_car,90
Vihti,2018-04-01 11:09:49,2,passenger_car,84
Vihti,2018-04-01 11:09:50,1,passenger_car,93
Karkkila,2018-04-01 11:09:50,2,passenger_car,83
Vihti,2018-04-01 11:09:51,1,passenger_car,93
Nakkila,2018-04-01 11:09:56,1,passenger_car,76
Nakkila,2018-04-01 11:09:58,2,"truck, trailer",81
Nakkila,2018-04-01 11:09:58,1,passenger_car,77
Nakkila,2018-04-01 11:10:01,2,passenger_car,80
Nakkila,2018-04-01 11:10:02,2,passenger_car,80
Nakkila,2018-04-01 11:10:03,1,passenger_car,81
Karkkila,2018-04-01 11:10:03,1,passenger_car,77
Karkkila,2018-04-01 11:10:04,1,truck,80
Pori,2018-04-01 11:10:05,2,passenger_car,97
Karkkila,2018-04-01 11:10:07,1,passenger_car,82
Pori,2018-04-01 11:10:08,2,passenger_car,96
Vihti,2018-04-01 11:10:08,1,passenger_car,102
Karkkila,2018-04-01 11:10:09,2,passenger_car,81
Karkkila,2018-04-01 11:10:09,1,passenger_car,80
Karkkila,2018-04-01 11:10:11,1,passenger_car,77
Karkkila,2018-04-01 11:10:15,1,passenger_car,79
Nakkila,2018-04-01 11:10:17,2,passenger_car,80
Pori,2018-04-01 11:10:21,1,passenger_car,86
Karkkila,2018-04-01 11:10:21,2,passenger_car,91
Karkkila,2018-04-01 11:10:23,2,passenger_car,91
Vihti,2018-04-01 11:10:23,2,passenger_car,82
Nakkila,2018-04-01 11:10:24,2,passenger_car,84
Pori,2018-04-01 11:10:26,2,"passenger_car, trailer",95
Nakkila,2018-04-01 11:10:28,2,passenger_car,86
Karkkila,2018-04-01 11:10:29,1,passenger_car,94
Vihti,2018-04-01 11:10:31,1,passenger_car,94
Vihti,2018-04-01 11:10:34,2,passenger_car,112
Vihti,2018-04-01 11:10:34,1,passenger_car,92
Pori,2018-04-01 11:10:35,1,passenger_car,103
Vihti,2018-04-01 11:10:35,1,passenger_car,101
Vihti,2018-04-01 11:10:38,1,passenger_car,99
Pori,2018-04-01 11:10:38,2,passenger_car,111
Vihti,2018-04-01 11:10:41,1,passenger_car,95
Pori,2018-04-01 11:10:41,2,"passenger_car, trailer",90
Pori,2018-04-01 11:10:42,2,passenger_car,93
Vihti,2018-04-01 11:10:42,2,passenger_car,113
Vihti,2018-04-01 11:10:45,1,passenger_car,87
Vihti,2018-04-01 11:10:47,1,passenger_car,88
Pori,2018-04-01 11:10:47,1,passenger_car,103
Pori,2018-04-01 11:10:50,2,passenger_car,106
Vihti,2018-04-01 11:10:52,2,passenger_car,104
Karkkila,2018-04-01 11:10:52,1,passenger_car,91
Pori,2018-04-01 11:10:53,1,passenger_car,115
Karkkila,2018-04-01 11:10:55,1,passenger_car,93
Karkkila,2018-04-01 11:10:57,1,passenger_car,92
Karkkila,2018-04-01 11:10:59,1,passenger_car,90
Nakkila,2018-04-01 11:10:59,1,passenger_car,80
Vihti,2018-04-01 11:11:03,1,passenger_car,108
Nakkila,2018-04-01 11:11:05,2,passenger_car,71
Nakkila,2018-04-01 11:11:07,2,passenger_car,76
Pori,2018-04-01 11:11:07,1,passenger_car,100
Karkkila,2018-04-01 11:11:08,1,passenger_car,101
Pori,2018-04-01 11:11:10,1,passenger_car,99
Vihti,2018-04-01 11:11:10,2,passenger_car,87
Nakkila,2018-04-01 11:11:11,2,passenger_car,76
Nakkila,2018-04-01 11:11:12,2,passenger_car,77
Pori,2018-04-01 11:11:12,2,passenger_car,94
Pori,2018-04-01 11:11:13,2,passenger_car,111
Nakkila,2018-04-01 11:11:13,2,passenger_car,74
Pori,2018-04-01 11:11:14,2,passenger_car,107
Nakkila,2018-04-01 11:11:15,2,passenger_car,77
Vihti,2018-04-01 11:11:15,2,passenger_car,80
Vihti,2018-04-01 11:11:17,1,passenger_car,85
Pori,2018-04-01 11:11:18,2,passenger_car,102
Vihti,2018-04-01 11:11:18,1,passenger_car,107
Vihti,2018-04-01 11:11:21,2,passenger_car,107
Karkkila,2018-04-01 11:11:25,1,passenger_car,93
Nakkila,2018-04-01 11:11:30,1,"passenger_car, trailer",82
Nakkila,2018-04-01 11:11:31,1,passenger_car,82
Karkkila,2018-04-01 11:11:31,2,passenger_car,81
Pori,2018-04-01 11:11:33,1,passenger_car,101
Karkkila,2018-04-01 11:11:35,2,passenger_car,79
Nakkila,2018-04-01 11:11:36,2,passenger_car,82
Pori,2018-04-01 11:11:37,1,passenger_car,99
Pori,2018-04-01 11:11:38,1,passenger_car,111
Karkkila,2018-04-01 11:11:38,1,passenger_car,87
Pori,2018-04-01 11:11:38,1,passenger_car,92
Karkkila,2018-04-01 11:11:38,2,passenger_car,83
Nakkila,2018-04-01 11:11:39,1,passenger_car,79
Pori,2018-04-01 11:11:39,1,passenger_car,106
Karkkila,2018-04-01 11:11:41,1,passenger_car,94
Karkkila,2018-04-01 11:11:42,2,passenger_car,93
Pori,2018-04-01 11:11:43,2,passenger_car,98
Vihti,2018-04-01 11:11:44,1,passenger_car,99
Nakkila,2018-04-01 11:11:49,1,passenger_car,78
Pori,2018-04-01 11:11:51,2,passenger_car,90
Karkkila,2018-04-01 11:11:53,1,passenger_car,92
Vihti,2018-04-01 11:11:54,2,passenger_car,100
Karkkila,2018-04-01 11:11:57,1,passenger_car,86
Pori,2018-04-01 11:12:01,1,truck,84
Nakkila,2018-04-01 11:12:05,2,passenger_car,87
Vihti,2018-04-01 11:12:08,1,passenger_car,105
Nakkila,2018-04-01 11:12:11,2,passenger_car,77
Nakkila,2018-04-01 11:12:13,2,passenger_car,84
Nakkila,2018-04-01 11:12:13,1,passenger_car,74
Karkkila,2018-04-01 11:12:14,1,passenger_car,90
Pori,2018-04-01 11:12:17,1,passenger_car,98
Pori,2018-04-01 11:12:21,1,passenger_car,140
Pori,2018-04-01 11:12:21,1,passenger_car,118
Vihti,2018-04-01 11:12:26,1,passenger_car,101
Vihti,2018-04-01 11:12:27,1,passenger_car,84
Nakkila,2018-04-01 11:12:28,2,"passenger_car, trailer",77
Nakkila,2018-04-01 11:12:29,1,"passenger_car, travel trailer",72
Nakkila,2018-04-01 11:12:29,2,passenger_car,77
Vihti,2018-04-01 11:12:29,1,passenger_car,81
Nakkila,2018-04-01 11:12:31,2,passenger_car,76
Karkkila,2018-04-01 11:12:33,1,passenger_car,87
Vihti,2018-04-01 11:12:35,1,passenger_car,102
Nakkila,2018-04-01 11:12:38,2,passenger_car,90
Pori,2018-04-01 11:12:39,1,passenger_car,103
Nakkila,2018-04-01 11:12:40,1,passenger_car,75
Vihti,2018-04-01 11:12:40,1,passenger_car,95
Nakkila,2018-04-01 11:12:43,1,passenger_car,75
Pori,2018-04-01 11:12:44,1,passenger_car,95
Vihti,2018-04-01 11:12:45,1,passenger_car,85
Vihti,2018-04-01 11:12:47,1,passenger_car,84
Nakkila,2018-04-01 11:12:47,2,truck,91
Karkkila,2018-04-01 11:12:51,2,passenger_car,88
Pori,2018-04-01 11:12:51,2,passenger_car,93
Vihti,2018-04-01 11:12:54,1,passenger_car,103
Nakkila,2018-04-01 11:12:57,2,passenger_car,92
Pori,2018-04-01 11:12:59,1,passenger_car,103
Pori,2018-04-01 11:12:59,2,passenger_car,97
Pori,2018-04-01 11:13:00,2,passenger_car,97
Pori,2018-04-01 11:13:03,1,passenger_car,105
Karkkila,2018-04-01 11:13:03,2,passenger_car,104
Pori,2018-04-01 11:13:03,1,passenger_car,84
Vihti,2018-04-01 11:13:03,2,passenger_car,105
Pori,2018-04-01 11:13:12,1,passenger_car,97
Pori,2018-04-01 11:13:12,2,passenger_car,103
Pori,2018-04-01 11:13:14,1,passenger_car,112
Vihti,2018-04-01 11:13:14,1,passenger_car,94
Pori,2018-04-01 11:13:16,2,passenger_car,98
Pori,2018-04-01 11:13:20,1,"truck, semitrailer",79
Pori,2018-04-01 11:13:22,2,truck,82
Vihti,2018-04-01 11:13:23,2,passenger_car,99
Pori,2018-04-01 11:13:23,2,passenger_car,105
Pori,2018-04-01 11:13:25,1,passenger_car,105
Pori,2018-04-01 11:13:26,2,passenger_car,97
Pori,2018-04-01 11:13:33,1,passenger_car,105
Vihti,2018-04-01 11:13:33,1,passenger_car,125
Vihti,2018-04-01 11:13:34,2,passenger_car,131
Vihti,2018-04-01 11:13:34,1,passenger_car,132
Nakkila,2018-04-01 11:13:35,1,passenger_car,77
Pori,2018-04-01 11:13:36,2,passenger_car,101
Karkkila,2018-04-01 11:13:36,1,passenger_car,96
Pori,2018-04-01 11:13:37,2,passenger_car,100
Vihti,2018-04-01 11:13:37,2,passenger_car,106
Karkkila,2018-04-01 11:13:39,1,passenger_car,89
Pori,2018-04-01 11:13:40,2,passenger_car,105
Karkkila,2018-04-01 11:13:40,1,passenger_car,97
Nakkila,2018-04-01 11:13:43,1,passenger_car,81
Karkkila,2018-04-01 11:13:45,1,passenger_car,93
Vihti,2018-04-01 11:13:45,2,passenger_car,114
Nakkila,2018-04-01 11:13:46,1,passenger_car,79
Pori,2018-04-01 11:13:46,2,passenger_car,98
Pori,2018-04-01 11:13:47,1,passenger_car,100
Nakkila,2018-04-01 11:13:50,1,bus,84
Vihti,2018-04-01 11:13:51,2,passenger_car,111
Vihti,2018-04-01 11:13:55,1,passenger_car,101
Pori,2018-04-01 11:13:56,2,passenger_car,116
Pori,2018-04-01 11:13:56,2,passenger_car,89
Pori,2018-04-01 11:13:58,2,passenger_car,96
Pori,2018-04-01 11:13:58,2,passenger_car,120
Nakkila,2018-04-01 11:14:00,1,passenger_car,82
Pori,2018-04-01 11:14:00,1,passenger_car,104
Vihti,2018-04-01 11:14:01,2,passenger_car,64
Nakkila,2018-04-01 11:14:03,2,passenger_car,81
Pori,2018-04-01 11:14:03,2,passenger_car,89
Nakkila,2018-04-01 11:14:04,1,passenger_car,78
Nakkila,2018-04-01 11:14:04,2,passenger_car,78
Karkkila,2018-04-01 11:14:06,1,passenger_car,93
Pori,2018-04-01 11:14:06,1,passenger_car,102
Pori,2018-04-01 11:14:07,2,passenger_car,93
Nakkila,2018-04-01 11:14:07,2,passenger_car,82
Vihti,2018-04-01 11:14:07,2,passenger_car,93
Karkkila,2018-04-01 11:14:07,1,passenger_car,93
Pori,2018-04-01 11:14:09,1,passenger_car,120
Pori,2018-04-01 11:14:10,1,passenger_car,97
Nakkila,2018-04-01 11:14:10,1,passenger_car,78
Pori,2018-04-01 11:14:11,1,passenger_car,96
Nakkila,2018-04-01 11:14:12,2,passenger_car,84
Vihti,2018-04-01 11:14:14,2,passenger_car,97
Nakkila,2018-04-01 11:14:15,2,passenger_car,84
Vihti,2018-04-01 11:14:19,1,passenger_car,115
Vihti,2018-04-01 11:14:21,1,passenger_car,101
Karkkila,2018-04-01 11:14:24,2,passenger_car,87
Nakkila,2018-04-01 11:14:24,2,passenger_car,85
Vihti,2018-04-01 11:14:24,1,passenger_car,103
Pori,2018-04-01 11:14:27,2,passenger_car,93
Karkkila,2018-04-01 11:14:29,1,passenger_car,97
Nakkila,2018-04-01 11:14:31,1,passenger_car,72
Pori,2018-04-01 11:14:34,2,passenger_car,100
Vihti,2018-04-01 11:14:35,2,passenger_car,96
Nakkila,2018-04-01 11:14:36,2,passenger_car,81
Nakkila,2018-04-01 11:14:38,2,passenger_car,79
Pori,2018-04-01 11:14:38,2,passenger_car,100
Karkkila,2018-04-01 11:14:38,1,passenger_car,96
Vihti,2018-04-01 11:14:40,2,passenger_car,96
Vihti,2018-04-01 11:14:41,1,passenger_car,86
Vihti,2018-04-01 11:14:44,1,passenger_car,87
Vihti,2018-04-01 11:14:45,1,passenger_car,86
Vihti,2018-04-01 11:14:46,1,passenger_car,87
Vihti,2018-04-01 11:14:49,1,passenger_car,90
Karkkila,2018-04-01 11:14:51,1,passenger_car,89
Pori,2018-04-01 11:14:52,1,passenger_car,108
Pori,2018-04-01 11:14:53,2,passenger_car,84
Vihti,2018-04-01 11:14:54,1,passenger_car,107
Nakkila,2018-04-01 11:14:55,1,passenger_car,77
Vihti,2018-04-01 11:14:56,1,passenger_car,101
Nakkila,2018-04-01 11:14:58,1,passenger_car,85
Karkkila,2018-04-01 11:14:58,2,passenger_car,81
Karkkila,2018-04-01 11:15:00,2,passenger_car,91
Pori,2018-04-01 11:15:00,1,passenger_car,100
Pori,2018-04-01 11:15:02,2,passenger_car,98
Karkkila,2018-04-01 11:15:02,2,passenger_car,85
Pori,2018-04-01 11:15:03,1,passenger_car,100
Vihti,2018-04-01 11:15:03,2,passenger_car,109
Vihti,2018-04-01 11:15:03,1,passenger_car,98
Karkkila,2018-04-01 11:15:04,1,passenger_car,88
Pori,2018-04-01 11:15:05,1,passenger_car,99
Karkkila,2018-04-01 11:15:06,1,passenger_car,89
Pori,2018-04-01 11:15:06,2,passenger_car,93
Karkkila,2018-04-01 11:15:08,2,passenger_car,81
Pori,2018-04-01 11:15:08,2,passenger_car,97
Nakkila,2018-04-01 11:15:08,1,passenger_car,84
Nakkila,2018-04-01 11:15:09,2,passenger_car,80
Nakkila,2018-04-01 11:15:11,2,passenger_car,81
Karkkila,2018-04-01 11:15:11,1,passenger_car,96
Vihti,2018-04-01 11:15:13,2,passenger_car,69
Pori,2018-04-01 11:15:13,2,passenger_car,107
Pori,2018-04-01 11:15:14,1,passenger_car,112
Karkkila,2018-04-01 11:15:15,1,"passenger_car, trailer",85
Nakkila,2018-04-01 11:15:16,1,passenger_car,78
Nakkila,2018-04-01 11:15:16,2,passenger_car,80
Karkkila,2018-04-01 11:15:17,1,passenger_car,91
Karkkila,2018-04-01 11:15:17,2,passenger_car,87
Nakkila,2018-04-01 11:15:18,2,passenger_car,84
Pori,2018-04-01 11:15:18,2,passenger_car,104
Nakkila,2018-04-01 11:15:21,1,passenger_car,79
Pori,2018-04-01 11:15:22,1,passenger_car,107
Pori,2018-04-01 11:15:22,2,passenger_car,95
Pori,2018-04-01 11:15:24,2,passenger_car,96
Vihti,2018-04-01 11:15:26,1,passenger_car,108
Pori,2018-04-01 11:15:26,2,passenger_car,103
Pori,2018-04-01 11:15:27,1,passenger_car,120
Pori,2018-04-01 11:15:28,1,passenger_car,124
Nakkila,2018-04-01 11:15:29,1,passenger_car,77
Pori,2018-04-01 11:15:30,1,passenger_car,118
Pori,2018-04-01 11:15:31,1,passenger_car,104
Nakkila,2018-04-01 11:15:31,2,passenger_car,86
Nakkila,2018-04-01 11:15:32,1,passenger_car,80
Vihti,2018-04-01 11:15:34,2,passenger_car,97
Vihti,2018-04-01 11:15:35,1,passenger_car,101
Pori,2018-04-01 11:15:37,1,passenger_car,112
Vihti,2018-04-01 11:15:38,1,passenger_car,109
Pori,2018-04-01 11:15:39,2,passenger_car,101
Vihti,2018-04-01 11:15:39,1,passenger_car,90
Pori,2018-04-01 11:15:41,2,passenger_car,103
Pori,2018-04-01 11:15:42,2,passenger_car,105
Pori,2018-04-01 11:15:43,2,passenger_car,101
Vihti,2018-04-01 11:15:45,2,passenger_car,95
Nakkila,2018-04-01 11:15:55,1,passenger_car,82
Vihti,2018-04-01 11:15:55,2,passenger_car,99
Vihti,2018-04-01 11:15:55,2,passenger_car,104
Pori,2018-04-01 11:15:56,2,passenger_car,101
Vihti,2018-04-01 11:15:56,1,passenger_car,99
Pori,2018-04-01 11:15:59,2,passenger_car,97
Pori,2018-04-01 11:16:01,2,passenger_car,107
Nakkila,2018-04-01 11:16:02,2,passenger_car,88
Karkkila,2018-04-01 11:16:03,2,passenger_car,85
Nakkila,2018-04-01 11:16:08,2,passenger_car,82
Vihti,2018-04-01 11:16:08,1,passenger_car,93
Vihti,2018-04-01 11:16:09,1,passenger_car,98
Nakkila,2018-04-01 11:16:09,2,passenger_car,83
Pori,2018-04-01 11:16:11,2,passenger_car,101
Pori,2018-04-01 11:16:11,1,passenger_car,99
Nakkila,2018-04-01 11:16:12,2,passenger_car,84
Nakkila,2018-04-01 11:16:14,2,passenger_car,82
Pori,2018-04-01 11:16:15,1,passenger_car,104
Pori,2018-04-01 11:16:15,1,passenger_car,113
Pori,2018-04-01 11:16:16,2,passenger_car,94
Nakkila,2018-04-01 11:16:16,2,passenger_car,81
Vihti,2018-04-01 11:16:17,2,passenger_car,108
Pori,2018-04-01 11:16:24,1,passenger_car,103
Pori,2018-04-01 11:16:26,1,passenger_car,112
Nakkila,2018-04-01 11:16:28,1,passenger_car,83
Pori,2018-04-01 11:16:29,1,passenger_car,93
Pori,2018-04-01 11:16:30,1,passenger_car,92
Pori,2018-04-01 11:16:31,1,passenger_car,106
Karkkila,2018-04-01 11:16:31,1,passenger_car,92
Karkkila,2018-04-01 11:16:32,1,passenger_car,113
Karkkila,2018-04-01 11:16:34,1,passenger_car,97
Nakkila,2018-04-01 11:16:40,1,passenger_car,77
Pori,2018-04-01 11:16:43,1,passenger_car,108
Pori,2018-04-01 11:16:47,2,passenger_car,102
Nakkila,2018-04-01 11:16:48,1,passenger_car,82
Vihti,2018-04-01 11:16:49,2,passenger_car,106
Pori,2018-04-01 11:16:54,1,passenger_car,93
Nakkila,2018-04-01 11:16:55,2,passenger_car,88
Nakkila,2018-04-01 11:16:55,1,passenger_car,76
Pori,2018-04-01 11:16:56,1,passenger_car,92
Nakkila,2018-04-01 11:16:58,2,passenger_car,89
Pori,2018-04-01 11:16:59,2,passenger_car,93
Nakkila,2018-04-01 11:17:02,1,passenger_car,82
Pori,2018-04-01 11:17:03,1,passenger_car,83
Karkkila,2018-04-01 11:17:03,2,"truck, semitrailer",98
Karkkila,2018-04-01 11:17:04,1,passenger_car,83
Karkkila,2018-04-01 11:17:05,2,passenger_car,78
Karkkila,2018-04-01 11:17:10,1,passenger_car,114
Nakkila,2018-04-01 11:17:12,1,passenger_car,78
Vihti,2018-04-01 11:17:13,2,passenger_car,107
Vihti,2018-04-01 11:17:14,2,passenger_car,86
Vihti,2018-04-01 11:17:15,2,passenger_car,98
Vihti,2018-04-01 11:17:17,2,passenger_car,91
Pori,2018-04-01 11:17:29,1,passenger_car,91
Pori,2018-04-01 11:17:30,2,passenger_car,102
Nakkila,2018-04-01 11:17:31,2,passenger_car,85
Vihti,2018-04-01 11:17:32,1,passenger_car,101
Vihti,2018-04-01 11:17:38,1,passenger_car,100
Pori,2018-04-01 11:17:38,2,passenger_car,89
Nakkila,2018-04-01 11:17:40,1,passenger_car,85
Vihti,2018-04-01 11:17:40,2,passenger_car,100
Nakkila,2018-04-01 11:17:41,1,passenger_car,83
Karkkila,2018-04-01 11:17:43,2,passenger_car,99
Nakkila,2018-04-01 11:17:46,2,passenger_car,86
Vihti,2018-04-01 11:17:50,1,passenger_car,100
Pori,2018-04-01 11:17:52,2,passenger_car,87
Vihti,2018-04-01 11:17:53,1,passenger_car,86
Pori,2018-04-01 11:17:54,2,passenger_car,107
Nakkila,2018-04-01 11:17:56,1,passenger_car,81
Nakkila,2018-04-01 11:17:57,2,passenger_car,84
Karkkila,2018-04-01 11:17:58,1,passenger_car,95
Vihti,2018-04-01 11:17:58,1,passenger_car,96
Pori,2018-04-01 11:18:01,2,passenger_car,105
Vihti,2018-04-01 11:18:03,1,passenger_car,98
Nakkila,2018-04-01 11:18:09,2,passenger_car,80
Pori,2018-04-01 11:18:09,1,passenger_car,104
Pori,2018-04-01 11:18:11,2,passenger_car,94
Nakkila,2018-04-01 11:18:18,2,passenger_car,82
Pori,2018-04-01 11:18:21,2,passenger_car,101
Pori,2018-04-01 11:18:25,2,passenger_car,105
Vihti,2018-04-01 11:18:26,2,passenger_car,109
Vihti,2018-04-01 11:18:28,2,passenger_car,118
Vihti,2018-04-01 11:18:30,1,passenger_car,93
Vihti,2018-04-01 11:18:32,1,passenger_car,102
Nakkila,2018-04-01 11:18:34,1,"passenger_car, trailer",78
Pori,2018-04-01 11:18:35,1,passenger_car,100
Vihti,2018-04-01 11:18:36,2,passenger_car,105
Karkkila,2018-04-01 11:18:38,2,passenger_car,79
Nakkila,2018-04-01 11:18:40,1,passenger_car,82
Nakkila,2018-04-01 11:18:42,1,passenger_car,83
Vihti,2018-04-01 11:18:44,1,passenger_car,96
Nakkila,2018-04-01 11:18:44,2,passenger_car,83
Nakkila,2018-04-01 11:18:45,1,passenger_car,83
Vihti,2018-04-01 11:18:50,1,passenger_car,101
Pori,2018-04-01 11:18:51,1,passenger_car,103
Pori,2018-04-01 11:18:52,1,passenger_car,93
Nakkila,2018-04-01 11:18:53,1,passenger_car,78
Nakkila,2018-04-01 11:18:54,1,passenger_car,78
Karkkila,2018-04-01 11:18:55,2,passenger_car,84
Karkkila,2018-04-01 11:18:56,2,passenger_car,81
Nakkila,2018-04-01 11:18:57,1,passenger_car,80
Pori,2018-04-01 11:18:58,2,passenger_car,88
Karkkila,2018-04-01 11:18:58,2,passenger_car,86
Pori,2018-04-01 11:19:01,2,passenger_car,87
Nakkila,2018-04-01 11:19:07,1,passenger_car,77
Karkkila,2018-04-01 11:19:09,1,passenger_car,85
Vihti,2018-04-01 11:19:09,2,passenger_car,103
Karkkila,2018-04-01 11:19:11,1,passenger_car,87
Vihti,2018-04-01 11:19:11,2,passenger_car,105
Karkkila,2018-04-01 11:19:12,1,passenger_car,87
Vihti,2018-04-01 11:19:12,2,passenger_car,97
Karkkila,2018-04-01 11:19:14,1,passenger_car,89
Nakkila,2018-04-01 11:19:15,2,passenger_car,84
Pori,2018-04-01 11:19:16,1,passenger_car,76
Pori,2018-04-01 11:19:18,2,passenger_car,104
Vihti,2018-04-01 11:19:20,1,passenger_car,98
Pori,2018-04-01 11:19:20,2,passenger_car,100
Karkkila,2018-04-01 11:19:21,2,passenger_car,90
Pori,2018-04-01 11:19:22,2,passenger_car,94
Pori,2018-04-01 11:19:24,2,passenger_car,98
Vihti,2018-04-01 11:19:24,1,passenger_car,94
Pori,2018-04-01 11:19:27,1,passenger_car,115
Vihti,2018-04-01 11:19:30,1,passenger_car,94
Vihti,2018-04-01 11:19:35,1,passenger_car,95
Nakkila,2018-04-01 11:19:35,2,passenger_car,85
Pori,2018-04-01 11:19:35,2,passenger_car,104
Pori,2018-04-01 11:19:35,2,"truck, trailer",81
Nakkila,2018-04-01 11:19:37,2,passenger_car,85
Vihti,2018-04-01 11:19:39,1,passenger_car,103
Nakkila,2018-04-01 11:19:39,2,passenger_car,86
Karkkila,2018-04-01 11:19:42,1,passenger_car,77
Karkkila,2018-04-01 11:19:44,1,passenger_car,79
Pori,2018-04-01 11:19:44,2,passenger_car,101
Nakkila,2018-04-01 11:19:48,2,"passenger_car, trailer",82
Nakkila,2018-04-01 11:19:49,2,passenger_car,82
Pori,2018-04-01 11:19:49,2,passenger_car,97
Pori,2018-04-01 11:19:49,1,passenger_car,98
Nakkila,2018-04-01 11:19:50,1,passenger_car,72
Vihti,2018-04-01 11:19:50,2,passenger_car,109
Vihti,2018-04-01 11:19:52,2,passenger_car,101
Vihti,2018-04-01 11:19:55,2,passenger_car,103
Nakkila,2018-04-01 11:19:55,2,passenger_car,86
Nakkila,2018-04-01 11:19:56,2,passenger_car,89
Karkkila,2018-04-01 11:19:58,1,passenger_car,80
Karkkila,2018-04-01 11:20:00,1,passenger_car,82
Pori,2018-04-01 11:20:00,2,passenger_car,105
Pori,2018-04-01 11:20:01,2,passenger_car,83
Karkkila,2018-04-01 11:20:02,1,passenger_car,81
Nakkila,2018-04-01 11:20:04,1,passenger_car,83
Vihti,2018-04-01 11:20:04,2,passenger_car,107
Karkkila,2018-04-01 11:20:06,1,passenger_car,84
Nakkila,2018-04-01 11:20:07,1,passenger_car,80
Nakkila,2018-04-01 11:20:08,1,passenger_car,76
Vihti,2018-04-01 11:20:08,1,passenger_car,92
Nakkila,2018-04-01 11:20:13,1,passenger_car,82
Vihti,2018-04-01 11:20:14,1,passenger_car,96
Vihti,2018-04-01 11:20:16,2,passenger_car,98
Pori,2018-04-01 11:20:17,2,passenger_car,104
Vihti,2018-04-01 11:20:19,2,passenger_car,97
Vihti,2018-04-01 11:20:20,1,passenger_car,96
Vihti,2018-04-01 11:20:21,2,passenger_car,99
Karkkila,2018-04-01 11:20:21,1,passenger_car,79
Pori,2018-04-01 11:20:22,1,passenger_car,100
Vihti,2018-04-01 11:20:23,1,passenger_car,91
Pori,2018-04-01 11:20:23,1,"truck, trailer",85
Karkkila,2018-04-01 11:20:23,1,passenger_car,79
Pori,2018-04-01 11:20:24,2,passenger_car,105
Pori,2018-04-01 11:20:26,2,passenger_car,108
Vihti,2018-04-01 11:20:29,1,passenger_car,106
Pori,2018-04-01 11:20:30,1,passenger_car,108
Vihti,2018-04-01 11:20:31,2,passenger_car,106
Karkkila,2018-04-01 11:20:31,1,passenger_car,80
Karkkila,2018-04-01 11:20:31,2,passenger_car,81
Pori,2018-04-01 11:20:32,1,passenger_car,107
Nakkila,2018-04-01 11:20:33,2,passenger_car,77
Vihti,2018-04-01 11:20:33,1,passenger_car,95
Vihti,2018-04-01 11:20:34,1,passenger_car,106
Pori,2018-04-01 11:20:34,1,"passenger_car, trailer",89
Karkkila,2018-04-01 11:20:34,2,passenger_car,82
Vihti,2018-04-01 11:20:35,2,"truck, trailer",81
Karkkila,2018-04-01 11:20:36,2,passenger_car,78
Karkkila,2018-04-01 11:20:37,2,passenger_car,81
Karkkila,2018-04-01 11:20:38,2,passenger_car,83
Vihti,2018-04-01 11:20:39,2,passenger_car,100
Karkkila,2018-04-01 11:20:40,1,passenger_car,84
Vihti,2018-04-01 11:20:43,1,passenger_car,108
Pori,2018-04-01 11:20:46,2,passenger_car,102
Karkkila,2018-04-01 11:20:46,2,passenger_car,85
Nakkila,2018-04-01 11:20:48,2,passenger_car,66
Pori,2018-04-01 11:20:53,2,passenger_car,103
Karkkila,2018-04-01 11:20:55,2,passenger_car,84
Vihti,2018-04-01 11:20:56,1,passenger_car,100
Nakkila,2018-04-01 11:20:56,1,passenger_car,88
Vihti,2018-04-01 11:20:58,1,passenger_car,111
Karkkila,2018-04-01 11:20:59,1,passenger_car,81
Vihti,2018-04-01 11:20:59,1,passenger_car,90
Pori,2018-04-01 11:21:00,1,passenger_car,97
Pori,2018-04-01 11:21:00,2,passenger_car,107
Karkkila,2018-04-01 11:21:00,1,passenger_car,80
Vihti,2018-04-01 11:21:01,1,passenger_car,100
Vihti,2018-04-01 11:21:02,1,passenger_car,82
Vihti,2018-04-01 11:21:03,2,passenger_car,106
Pori,2018-04-01 11:21:03,2,passenger_car,97
Pori,2018-04-01 11:21:03,1,passenger_car,105
Pori,2018-04-01 11:21:04,1,passenger_car,105
Karkkila,2018-04-01 11:21:06,2,passenger_car,88
Vihti,2018-04-01 11:21:07,2,passenger_car,95
Karkkila,2018-04-01 11:21:08,2,passenger_car,84
Vihti,2018-04-01 11:21:08,1,passenger_car,99
Pori,2018-04-01 11:21:15,1,passenger_car,101
Nakkila,2018-04-01 11:21:16,2,passenger_car,90
Pori,2018-04-01 11:21:18,1,passenger_car,103
Vihti,2018-04-01 11:21:23,2,passenger_car,96
Vihti,2018-04-01 11:21:24,2,passenger_car,97
Vihti,2018-04-01 11:21:28,1,passenger_car,94
Vihti,2018-04-01 11:21:30,1,passenger_car,94
Pori,2018-04-01 11:21:30,1,"passenger_car, trailer",81
Karkkila,2018-04-01 11:21:30,2,passenger_car,87
Karkkila,2018-04-01 11:21:32,2,passenger_car,91
Pori,2018-04-01 11:21:34,1,passenger_car,95
